Gradient,RF Heat Load,Pressure,Q0
16.0101,12.580608613339519,32.2539,26725726694.409222
16.0101,12.580608613339519,32.2539,26725726694.409222
16.0101,12.580608613339519,32.2539,26725726694.409222
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.9976,12.580608613339519,32.2539,26675621420.757732
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.987,12.580608613339519,32.2539,26633186428.657688
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
15.9972,12.580608613339519,32.2539,26674019196.296371
16.0075,12.580608613339519,32.2539,26715299087.101871
16.0075,12.580608613339519,32.2539,26715299087.101871
16.0075,12.580608613339519,32.2539,26715299087.101871
16.0075,12.580608613339519,32.2539,26715299087.101871
16.0075,12.580608613339519,32.2539,26715299087.101871
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
15.9974,12.580608613339519,32.2539,26674820299.660797
16.0092,12.580608613339519,32.2539,26722116798.456505
16.0092,12.580608613339519,32.2539,26722116798.456505
16.0092,12.580608613339519,32.2539,26722116798.456505
16.0092,12.580608613339519,32.2539,26722116798.456505
16.0092,12.580608613339519,32.2539,26722116798.456505
16.0092,12.580608613339519,32.2539,26722116798.456505
16.0092,12.580608613339519,32.2539,26722116798.456505
16.0092,12.580608613339519,32.2539,26722116798.456505
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
15.9977,12.580608613339519,32.2539,26676021987.956028
16.0081,12.580608613339519,32.2539,26717705191.695015
16.0081,12.580608613339519,32.2539,26717705191.695015
