Gradient,RF Heat Load,Pressure,Q0
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0001,16.026772433525636,32.4156,20027050369.822338
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
16.0006,16.026772433525636,32.4156,20028495099.04261
15.9904,16.026772433525636,32.4156,19999036821.20953
15.9904,16.026772433525636,32.4156,19999036821.20953
15.9904,16.026772433525636,32.4156,19999036821.20953
15.9904,16.026772433525636,32.4156,19999036821.20953
15.9904,16.026772433525636,32.4156,19999036821.20953
15.9904,16.026772433525636,32.4156,19999036821.20953
15.9904,16.026772433525636,32.4156,19999036821.20953
15.9904,16.026772433525636,32.4156,19999036821.20953
15.9904,16.026772433525636,32.4156,19999036821.20953
16.0037,16.026772433525636,32.4156,20037454022.349472
15.993,16.026772433525636,32.4156,20006542958.960537
15.993,16.026772433525636,32.4156,20006542958.960537
15.993,16.026772433525636,32.4156,20006542958.960537
15.993,16.026772433525636,32.4156,20006542958.960537
15.993,16.026772433525636,32.4156,20006542958.960537
15.993,16.026772433525636,32.4156,20006542958.960537
15.993,16.026772433525636,32.4156,20006542958.960537
16.0031,16.026772433525636,32.4156,20035719821.832363
16.0017,16.026772433525636,32.4156,20031673755.979473
