Gradient,RF Heat Load,Pressure,Q0
16.0136,6.5432444184612475,26.7212,47383221978.054153
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9998,6.5432444184612475,26.7212,47291996942.581123
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9887,6.5432444184612475,26.7212,47218702961.494995
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9994,6.5432444184612475,26.7212,47289354438.171265
15.9889,6.5432444184612475,26.7212,47220022922.034508
15.9889,6.5432444184612475,26.7212,47220022922.034508
15.9889,6.5432444184612475,26.7212,47220022922.034508
15.9889,6.5432444184612475,26.7212,47220022922.034508
15.9889,6.5432444184612475,26.7212,47220022922.034508
15.9889,6.5432444184612475,26.7212,47220022922.034508
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
16.0026,6.5432444184612475,26.7212,47310497153.678986
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
15.9897,6.5432444184612475,26.7212,47225303003.303093
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
16.0028,6.5432444184612475,26.7212,47311818776.822884
15.9926,6.5432444184612475,26.7212,47244446505.269081
15.9926,6.5432444184612475,26.7212,47244446505.269081
15.9926,6.5432444184612475,26.7212,47244446505.269081
15.9926,6.5432444184612475,26.7212,47244446505.269081
15.9926,6.5432444184612475,26.7212,47244446505.269081
16.0046,6.5432444184612475,26.7212,47323714462.205208
16.0046,6.5432444184612475,26.7212,47323714462.205208
16.0046,6.5432444184612475,26.7212,47323714462.205208
16.0046,6.5432444184612475,26.7212,47323714462.205208
15.9945,6.5432444184612475,26.7212,47256991526.134949
15.9945,6.5432444184612475,26.7212,47256991526.134949
16.008,6.5432444184612475,26.7212,47346189380.520981
16.008,6.5432444184612475,26.7212,47346189380.520981
16.008,6.5432444184612475,26.7212,47346189380.520981
16.008,6.5432444184612475,26.7212,47346189380.520981
16.008,6.5432444184612475,26.7212,47346189380.520981
16.008,6.5432444184612475,26.7212,47346189380.520981
16.008,6.5432444184612475,26.7212,47346189380.520981
16.008,6.5432444184612475,26.671,47237977820.824013
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
15.9961,6.5432444184612475,26.671,47159683455.316338
